"ticket_id","customer_id","member_id","category","priority","status","subject","created_at","first_response_at","resolved_at","satisfaction_score","escalated","tags"
3529,328,4202,"onboarding","low","resolved","Custom workflow automation broken","2025-03-08 03:28:01","2025-03-08 10:28:01","2025-03-13 05:28:01",4,False,"billing,sso,integration"
3530,502,6392,"integration","critical","in_progress","Gantt chart not rendering correctly","2025-10-04 01:58:53","2025-10-04 02:18:53",NULL,NULL,False,"urgent"
3531,854,NULL,"security","high","waiting_on_customer","Custom workflow automation broken","2023-09-20 14:04:08","2023-09-20 15:04:08",NULL,NULL,True,"documentation;billing;api"
3532,60,979,"data_export","medium","waiting_on_customer","White label logo not displaying","2024-03-07 15:18:22","2024-03-08 08:18:22",NULL,NULL,False,"documentation, urgent, security, export"
3533,129,1959,"security","medium","in_progress","Need help with API authentication","2023-11-29 04:20:33","2023-12-01 16:20:33",NULL,NULL,False,"gdpr , mobile , technical"
3534,455,5837,"onboarding","low","closed","Cannot downgrade plan","2024-02-24 14:28:40","2024-02-25 06:28:40","2024-02-26 02:28:40",NULL,False,NULL
3535,571,7336,"security","low","in_progress","Duplicate notifications being sent","2023-10-25 07:04:33","2023-10-25 17:04:33",NULL,NULL,False,"training,integration,technical"
3536,403,5136,"performance","high","closed","GDPR data export request","2025-07-05 19:21:56","2025-07-06 03:21:56","2025-07-07 21:21:56",NULL,False,"security;bug;documentation"
3537,218,3129,"performance","low","open","API rate limiting issues","2023-12-03 19:25:59",NULL,NULL,NULL,False,NULL
3538,525,6696,"performance","medium","resolved","Duplicate notifications being sent","2024-09-17 05:45:16","2024-09-19 16:45:16","2024-09-21 03:45:16",5,False,"performance;export;security"
3539,957,NULL,"performance","high","resolved","Data import from CSV failing","2025-08-26 21:46:04","2025-08-27 00:46:04","2025-08-31 17:46:04",NULL,False,NULL
3540,398,5089,"technical","low","waiting_on_customer","GDPR data export request","2025-04-01 16:47:28","2025-04-01 22:47:28",NULL,NULL,False,"performance , api , urgent"
3541,785,NULL,"feature_request","low","closed","Billing discrepancy on latest invoice","2024-08-28 02:10:51","2024-08-30 21:10:51","2024-09-04 19:10:51",NULL,False,"mobile, export, api, migration, mobile"
3542,681,NULL,"technical","critical","waiting_on_customer","GDPR data export request","2025-08-16 19:33:19","2025-08-16 20:55:19",NULL,NULL,False,"documentation,mobile,gdpr,bug,documentation"
3543,221,3158,"account","low","in_progress","Report generation timeout","2025-02-09 06:15:28","2025-02-09 11:15:28",NULL,NULL,False,"ux, feature, enterprise"
3544,330,4222,"data_export","low","open","Cannot login to dashboard","2024-12-02 12:31:31",NULL,NULL,NULL,False,"ux;integration;onboarding"
3545,1025,NULL,"integration","critical","resolved","Export failing for large datasets","2024-03-11 19:13:19","2024-03-11 19:54:19","2024-03-13 07:54:19",NULL,False,"feature, export"
3546,942,NULL,"security","high","open","Report generation timeout","2025-09-05 04:18:32",NULL,NULL,NULL,True,"bug"
3547,394,5019,"api","high","resolved","White label logo not displaying","2024-10-04 05:20:32","2024-10-04 10:20:32","2024-10-08 04:20:32",4,False,"ux , security , performance , training"
3548,403,5137,"account","critical","in_progress","Mobile app crashes on Android","2025-08-01 10:52:33","2025-08-01 11:28:33",NULL,NULL,True,"export , urgent , feature"
3549,333,4256,"integration","high","open","Data import from CSV failing","2024-08-11 20:18:41",NULL,NULL,NULL,False,"urgent,bug,integration,feature"
3550,772,NULL,"performance","critical","in_progress","Webhook delivery failures","2025-01-07 02:43:42","2025-01-07 03:49:42",NULL,NULL,False,NULL
3551,621,7879,"account","low","resolved","Billing discrepancy on latest invoice","2025-09-20 09:28:41","2025-09-20 16:28:41","2025-09-24 13:28:41",4,False,"gdpr"
3552,1070,NULL,"technical","high","closed","Feature request: dark mode","2024-09-05 08:52:10","2024-09-05 18:52:10","2024-09-07 11:52:10",NULL,True,"technical , security , gdpr , feature"
3553,57,931,"feature_request","high","in_progress","Permission settings not saving","2025-05-20 08:25:03","2025-05-20 19:25:03",NULL,NULL,False,"gdpr , performance , feature"
3554,1012,NULL,"data_export","medium","closed","Cannot login to dashboard","2025-06-04 01:52:15","2025-06-04 22:52:15","2025-06-10 21:52:15",4,False,"integration;documentation;enterprise;mobile"
3555,900,NULL,"account","critical","open","Custom workflow automation broken","2024-12-07 02:55:24",NULL,NULL,NULL,False,"onboarding, sso, gdpr"
3556,478,6108,"api","high","waiting_on_customer","Billing discrepancy on latest invoice","2023-09-10 00:46:54","2023-09-10 08:46:54",NULL,NULL,False,NULL
3557,607,7792,"performance","low","closed","Billing discrepancy on latest invoice","2025-04-23 19:38:32","2025-04-26 12:38:32","2025-04-27 20:38:32",NULL,False,"billing;integration"
3558,1089,NULL,"data_export","medium","waiting_on_customer","Gantt chart not rendering correctly","2024-11-05 21:23:44","2024-11-07 11:23:44",NULL,NULL,False,"performance"
3559,1044,NULL,"onboarding","low","waiting_on_customer","Need help with API authentication","2025-01-17 15:42:24","2025-01-18 02:42:24",NULL,NULL,False,NULL
3560,714,NULL,"onboarding","medium","waiting_on_customer","Feature request: dark mode","2025-10-30 12:30:24","2025-11-02 10:30:24",NULL,NULL,False,"training , billing , documentation , migration"
3561,750,NULL,"performance","medium","open","Data import from CSV failing","2025-06-13 11:00:50",NULL,NULL,NULL,False,"migration , api , mobile"
3562,708,NULL,"security","high","waiting_on_customer","Export failing for large datasets","2025-03-27 15:56:16","2025-03-27 18:56:16",NULL,NULL,True,"sso , integration , urgent"
3563,661,8487,"onboarding","medium","closed","White label logo not displaying","2025-02-05 12:15:45","2025-02-07 13:15:45","2025-02-08 21:15:45",NULL,False,NULL
3564,913,NULL,"feature_request","medium","in_progress","Webhook delivery failures","2025-01-03 02:35:23","2025-01-05 00:35:23",NULL,NULL,False,NULL
3565,379,4818,"account","medium","resolved","Integration with Slack not working","2024-10-24 02:55:15","2024-10-25 09:55:15","2024-10-27 15:55:15",4,False,"bug , urgent"
3566,828,NULL,"technical","high","waiting_on_customer","SSO configuration help needed","2025-06-13 07:11:45","2025-06-13 08:11:45",NULL,NULL,False,"billing"
3567,933,NULL,"security","high","waiting_on_customer","API rate limiting issues","2025-08-09 16:21:46","2025-08-09 21:21:46",NULL,NULL,False,"sso, gdpr, performance"
3568,437,5585,"security","critical","waiting_on_customer","Cannot login to dashboard","2025-06-25 02:30:02","2025-06-25 03:50:02",NULL,NULL,False,"billing , billing"
3569,505,6414,"api","low","closed","Feature request: dark mode","2025-05-31 15:51:17","2025-06-01 14:51:17","2025-06-07 15:51:17",NULL,False,"performance;feature;performance"
3570,92,1409,"onboarding","high","resolved","Cannot downgrade plan","2025-10-03 07:10:37","2025-10-03 16:10:37","2025-10-06 02:10:37",NULL,False,"enterprise;bug;sso;feature"
3571,974,NULL,"feature_request","high","open","API rate limiting issues","2025-02-01 17:12:42",NULL,NULL,NULL,False,NULL
3572,610,7811,"api","high","closed","Integration with Slack not working","2024-09-19 05:39:53","2024-09-19 17:39:53","2024-09-21 14:39:53",5,False,"export"
3573,249,3482,"security","low","resolved","Export failing for large datasets","2025-08-29 19:03:57","2025-08-31 12:03:57","2025-09-04 02:03:57",NULL,False,NULL
3574,998,NULL,"security","high","closed","API rate limiting issues","2024-09-26 11:31:24","2024-09-26 21:31:24","2024-10-01 06:31:24",3,False,"enterprise,feature,documentation,sso"
3575,722,NULL,"performance","low","in_progress","Data import from CSV failing","2024-01-10 07:03:10","2024-01-10 15:03:10",NULL,NULL,False,"performance"
3576,912,NULL,"security","high","closed","Mobile app crashes on Android","2025-06-25 13:20:26","2025-06-25 20:20:26","2025-06-29 02:20:26",3,True,"export, performance, migration, urgent"
3577,189,2709,"billing","medium","waiting_on_customer","Webhook delivery failures","2025-09-24 18:15:02","2025-09-26 01:15:02",NULL,NULL,False,"technical , urgent , export , training"
3578,267,3714,"api","low","closed","GDPR data export request","2024-10-14 03:11:22","2024-10-16 18:11:22","2024-10-23 14:11:22",5,False,"gdpr , training , onboarding"
3579,711,NULL,"account","medium","in_progress","Data import from CSV failing","2025-06-16 05:13:27","2025-06-18 02:13:27",NULL,NULL,False,"billing, urgent, integration, enterprise"
3580,632,8125,"performance","medium","resolved","Feature request: dark mode","2025-05-20 00:30:09","2025-05-22 10:30:09","2025-05-24 13:30:09",NULL,False,"migration , api , mobile , gdpr"
3581,165,2415,"technical","critical","in_progress","Cannot downgrade plan","2025-05-29 15:18:57","2025-05-29 16:20:57",NULL,NULL,False,NULL
3582,971,NULL,"onboarding","high","open","White label logo not displaying","2025-04-10 07:08:22",NULL,NULL,NULL,False,"billing, feature, urgent, onboarding"
3583,358,4601,"onboarding","medium","open","Gantt chart not rendering correctly","2025-03-01 08:15:51",NULL,NULL,NULL,False,"enterprise"
3584,615,7833,"security","medium","open","Feature request: dark mode","2025-07-01 00:08:54",NULL,NULL,NULL,False,"bug;billing"
3585,1180,NULL,"performance","high","open","White label logo not displaying","2025-08-05 06:36:21",NULL,NULL,NULL,True,"mobile;technical;documentation"
3586,570,7324,"billing","medium","closed","Cannot downgrade plan","2025-09-13 07:06:29","2025-09-15 20:06:29","2025-09-19 02:06:29",NULL,False,"feature;integration"
3587,223,3167,"technical","low","open","Export failing for large datasets","2025-10-17 04:04:09",NULL,NULL,NULL,False,"sso"
3588,29,577,"security","medium","waiting_on_customer","Cannot login to dashboard","2025-04-21 18:01:44","2025-04-22 04:01:44",NULL,NULL,False,"enterprise"
3589,770,NULL,"technical","critical","waiting_on_customer","Slow loading on project boards","2024-11-20 12:37:03","2024-11-20 13:50:03",NULL,NULL,True,"integration"
3590,455,5849,"security","medium","waiting_on_customer","Cannot downgrade plan","2024-12-04 06:21:52","2024-12-05 13:21:52",NULL,NULL,False,"export, onboarding"
3591,847,NULL,"security","critical","open","SSO configuration help needed","2023-12-03 05:40:09",NULL,NULL,NULL,True,"export,training,performance"
3592,223,3167,"integration","low","resolved","Slow loading on project boards","2024-08-16 15:19:37","2024-08-17 12:19:37","2024-08-23 17:19:37",3,False,"integration,technical,api,enterprise"
3593,482,6145,"data_export","low","open","Account merge request","2025-01-23 05:11:07",NULL,NULL,NULL,False,"technical , onboarding , ux"
3594,441,5611,"billing","medium","waiting_on_customer","GDPR data export request","2025-09-13 09:19:02","2025-09-16 08:19:02",NULL,NULL,False,"integration , integration"
3595,463,6011,"data_export","medium","open","Audit log access denied","2025-10-20 12:44:20",NULL,NULL,NULL,False,"urgent, gdpr"
3596,390,4918,"feature_request","medium","open","Gantt chart not rendering correctly","2025-07-16 03:46:47",NULL,NULL,NULL,False,"billing, enterprise, training"
3597,271,3759,"onboarding","low","resolved","Custom workflow automation broken","2025-09-13 10:21:37","2025-09-14 12:21:37","2025-09-16 22:21:37",4,False,"technical , documentation , api"
3598,460,5941,"technical","medium","waiting_on_customer","Billing discrepancy on latest invoice","2025-10-11 00:25:02","2025-10-11 04:25:02",NULL,NULL,False,"urgent, ux"
3599,245,3445,"billing","low","closed","Feature request: dark mode","2025-09-27 14:27:43","2025-09-29 09:27:43","2025-09-30 02:27:43",3,False,"documentation, feature, export, gdpr"
3600,140,2084,"onboarding","medium","open","White label logo not displaying","2025-09-09 14:52:30",NULL,NULL,NULL,False,NULL
3601,469,6046,"data_export","medium","in_progress","Webhook delivery failures","2024-08-12 10:05:52","2024-08-12 18:05:52",NULL,NULL,False,NULL
3602,404,5149,"integration","critical","open","Need help with API authentication","2025-08-29 12:05:05",NULL,NULL,NULL,False,"billing,security"
3603,476,6080,"performance","medium","open","Report generation timeout","2023-10-26 18:10:01",NULL,NULL,NULL,False,"export,security"
3604,468,6038,"account","low","closed","API rate limiting issues","2025-09-15 13:16:28","2025-09-16 03:16:28","2025-09-19 18:16:28",NULL,False,NULL
3605,116,1666,"account","high","closed","Account merge request","2025-09-23 04:53:16","2025-09-23 10:53:16","2025-09-29 17:53:16",2,False,"api , migration , security , gdpr"
3606,1195,NULL,"technical","low","resolved","SSO configuration help needed","2025-08-05 06:23:18","2025-08-08 06:23:18","2025-08-09 04:23:18",3,False,"billing;documentation;gdpr;security"
3607,251,3533,"integration","medium","closed","Audit log access denied","2024-12-19 10:13:14","2024-12-21 12:13:14","2024-12-22 02:13:14",5,False,"onboarding;onboarding"
3608,823,NULL,"api","critical","resolved","Gantt chart not rendering correctly","2025-08-17 07:58:18","2025-08-17 08:52:18","2025-08-20 18:52:18",3,True,NULL
3609,1023,NULL,"feature_request","low","closed","Integration with Slack not working","2025-09-21 10:00:40","2025-09-24 00:00:40","2025-09-26 13:00:40",4,False,"integration, documentation"
3610,95,1436,"performance","low","open","Billing discrepancy on latest invoice","2025-03-31 19:16:15",NULL,NULL,NULL,False,"export"
3611,929,NULL,"technical","medium","open","Feature request: dark mode","2025-02-24 16:58:16",NULL,NULL,NULL,False,NULL
3612,286,3863,"security","medium","resolved","Audit log access denied","2025-10-24 20:55:33","2025-10-27 14:55:33","2025-10-28 18:55:33",NULL,False,NULL
3613,201,2879,"performance","low","open","API rate limiting issues","2023-07-31 17:28:24",NULL,NULL,NULL,False,"ux,bug,integration,api"
3614,410,5195,"performance","low","open","Integration with Slack not working","2025-06-05 10:41:24",NULL,NULL,NULL,False,"billing,onboarding,feature,performance"
3615,888,NULL,"api","low","resolved","Account merge request","2024-09-23 16:13:02","2024-09-25 00:13:02","2024-09-29 14:13:02",4,False,"technical,feature,performance,security,technical"
3616,567,7245,"onboarding","medium","resolved","Duplicate notifications being sent","2025-08-03 20:33:42","2025-08-04 07:33:42","2025-08-07 11:33:42",5,False,"technical"
3617,1121,NULL,"data_export","low","waiting_on_customer","Cannot downgrade plan","2025-02-07 16:07:22","2025-02-09 16:07:22",NULL,NULL,False,"bug, mobile, technical"
3618,622,7895,"data_export","medium","open","Mobile app crashes on Android","2024-06-16 14:34:31",NULL,NULL,NULL,False,"api"
3619,1086,NULL,"technical","critical","closed","Need to add more team members","2024-05-04 12:17:08","2024-05-04 13:18:08","2024-05-05 19:18:08",4,False,"migration,integration"
3620,640,8244,"technical","critical","waiting_on_customer","Webhook delivery failures","2025-10-24 03:21:38","2025-10-24 03:47:38",NULL,NULL,False,NULL
3621,1029,NULL,"account","medium","closed","Time tracking sync issues","2025-08-24 00:03:10","2025-08-27 00:03:10","2025-08-29 23:03:10",5,False,"export,documentation,enterprise,integration"
3622,1084,NULL,"account","medium","open","Gantt chart not rendering correctly","2025-05-30 21:44:00",NULL,NULL,NULL,False,"documentation"
3623,567,7234,"account","medium","closed","Cannot login to dashboard","2025-07-10 23:42:46","2025-07-12 12:42:46","2025-07-16 10:42:46",NULL,False,NULL
3624,904,NULL,"data_export","critical","waiting_on_customer","SSO configuration help needed","2025-07-20 10:09:50","2025-07-20 10:41:50",NULL,NULL,True,"urgent,enterprise"
3625,157,2273,"account","medium","waiting_on_customer","Cannot login to dashboard","2025-09-13 04:17:05","2025-09-15 13:17:05",NULL,NULL,False,"gdpr,mobile,gdpr"
3626,436,5568,"billing","medium","waiting_on_customer","API rate limiting issues","2025-07-01 07:09:05","2025-07-02 17:09:05",NULL,NULL,False,"api, technical, training"
3627,983,NULL,"integration","medium","open","Gantt chart not rendering correctly","2024-05-10 16:56:48",NULL,NULL,NULL,False,"documentation"
3628,547,6965,"billing","low","closed","Gantt chart not rendering correctly","2025-05-22 08:53:12","2025-05-25 07:53:12","2025-05-29 00:53:12",NULL,False,"bug,documentation,technical,bug"
3629,377,4808,"onboarding","medium","open","SSO configuration help needed","2025-08-21 14:39:47",NULL,NULL,NULL,False,"training;feature;urgent"
3630,343,4351,"security","high","in_progress","Duplicate notifications being sent","2024-12-17 01:35:13","2024-12-17 02:35:13",NULL,NULL,False,"training, gdpr"
3631,971,NULL,"data_export","high","resolved","Report generation timeout","2025-06-16 15:08:26","2025-06-16 22:08:26","2025-06-17 05:08:26",5,False,NULL
3632,744,NULL,"security","high","waiting_on_customer","Gantt chart not rendering correctly","2023-05-12 05:11:58","2023-05-12 10:11:58",NULL,NULL,False,"api,onboarding,feature,ux,api"
3633,765,NULL,"security","medium","in_progress","Export failing for large datasets","2025-10-19 11:39:35","2025-10-21 01:39:35",NULL,NULL,False,"technical,onboarding,gdpr,security"
3634,677,NULL,"onboarding","medium","in_progress","Data import from CSV failing","2025-05-11 03:30:04","2025-05-13 14:30:04",NULL,NULL,False,"integration,billing,mobile,urgent"
3635,218,3131,"onboarding","low","in_progress","Cannot downgrade plan","2024-02-20 15:07:01","2024-02-22 16:07:01",NULL,NULL,False,"gdpr, export"
3636,1008,NULL,"security","high","resolved","API rate limiting issues","2024-01-02 21:37:22","2024-01-03 06:37:22","2024-01-09 12:37:22",3,True,"performance"
3637,1070,NULL,"api","medium","open","Custom workflow automation broken","2025-09-08 18:32:16",NULL,NULL,NULL,False,"technical,api,technical"
3638,820,NULL,"integration","medium","closed","Duplicate notifications being sent","2025-09-19 14:49:21","2025-09-19 19:49:21","2025-09-23 03:49:21",3,False,"integration,billing,export,migration"
3639,1193,NULL,"billing","medium","resolved","Export failing for large datasets","2025-07-28 08:30:45","2025-07-31 02:30:45","2025-08-05 08:30:45",NULL,False,"urgent , api , enterprise , documentation"
3640,1141,NULL,"api","high","in_progress","Gantt chart not rendering correctly","2024-10-27 10:42:18","2024-10-27 16:42:18",NULL,NULL,False,"feature, documentation"
3641,932,NULL,"account","medium","waiting_on_customer","Custom workflow automation broken","2024-09-23 15:51:27","2024-09-26 03:51:27",NULL,NULL,False,NULL
3642,195,2756,"data_export","high","in_progress","Webhook delivery failures","2025-09-09 06:27:10","2025-09-09 15:27:10",NULL,NULL,True,NULL
3643,1178,NULL,"performance","medium","closed","Feature request: dark mode","2025-08-04 15:38:26","2025-08-07 12:38:26","2025-08-11 16:38:26",4,False,"training, enterprise"
3644,768,NULL,"integration","medium","waiting_on_customer","Cannot login to dashboard","2025-09-26 13:21:07","2025-09-28 03:21:07",NULL,NULL,False,"migration;api;training;urgent"
3645,586,7572,"api","low","resolved","Data import from CSV failing","2025-03-25 03:10:26","2025-03-25 06:10:26","2025-03-29 04:10:26",3,False,"performance"
3646,972,NULL,"billing","high","open","Account merge request","2024-06-01 03:30:17",NULL,NULL,NULL,True,"enterprise"
3647,616,7835,"technical","medium","closed","Account merge request","2025-02-02 09:27:12","2025-02-03 20:27:12","2025-02-06 10:27:12",2,False,"sso, technical, urgent"
3648,804,NULL,"performance","medium","open","Gantt chart not rendering correctly","2024-12-18 18:34:41",NULL,NULL,NULL,False,"technical,migration,integration,bug"
3649,1192,NULL,"performance","medium","in_progress","Audit log access denied","2023-10-14 05:20:13","2023-10-16 10:20:13",NULL,NULL,False,"technical;documentation;migration;enterprise"
3650,17,379,"api","low","resolved","Gantt chart not rendering correctly","2025-04-22 07:58:27","2025-04-25 05:58:27","2025-04-26 03:58:27",4,False,"security"
3651,1028,NULL,"data_export","high","waiting_on_customer","Time tracking sync issues","2025-04-17 06:58:07","2025-04-17 11:58:07",NULL,NULL,True,"export, technical, migration, onboarding"
3652,15,235,"feature_request","medium","in_progress","Need to add more team members","2025-07-07 03:56:30","2025-07-09 16:56:30",NULL,NULL,False,NULL
3653,843,NULL,"integration","medium","closed","Mobile app crashes on Android","2024-02-05 08:03:25","2024-02-07 00:03:25","2024-02-08 20:03:25",4,False,"onboarding"
3654,266,3704,"api","medium","waiting_on_customer","Need to add more team members","2024-02-22 18:32:08","2024-02-24 09:32:08",NULL,NULL,False,"mobile,feature"
3655,1019,NULL,"integration","medium","in_progress","Audit log access denied","2025-08-29 10:11:48","2025-08-31 18:11:48",NULL,NULL,False,"migration, feature"
3656,1113,NULL,"billing","medium","waiting_on_customer","Audit log access denied","2025-10-20 06:48:24","2025-10-22 17:48:24",NULL,NULL,False,"gdpr"
3657,493,6241,"integration","low","closed","Time tracking sync issues","2025-05-05 13:34:41","2025-05-06 00:34:41","2025-05-06 19:34:41",4,False,"gdpr;feature;migration"
3658,567,7246,"feature_request","medium","in_progress","Integration with Slack not working","2025-04-28 10:36:01","2025-04-28 22:36:01",NULL,NULL,False,"integration , training"
3659,458,5884,"billing","low","waiting_on_customer","Need to add more team members","2025-07-01 08:25:33","2025-07-02 11:25:33",NULL,NULL,False,NULL
3660,708,NULL,"integration","medium","closed","Feature request: dark mode","2025-09-07 21:57:53","2025-09-09 12:57:53","2025-09-12 07:57:53",1,False,NULL
3661,818,NULL,"feature_request","medium","waiting_on_customer","Webhook delivery failures","2025-08-18 21:45:06","2025-08-20 02:45:06",NULL,NULL,False,NULL
3662,593,7625,"data_export","medium","waiting_on_customer","Data import from CSV failing","2025-06-13 04:12:29","2025-06-14 19:12:29",NULL,NULL,False,NULL
3663,1129,NULL,"data_export","low","in_progress","Integration with Slack not working","2024-12-11 09:57:25","2024-12-12 23:57:25",NULL,NULL,False,NULL
3664,851,NULL,"account","medium","open","Audit log access denied","2025-10-12 06:30:54",NULL,NULL,NULL,False,"migration , export , security , performance"
3665,1071,NULL,"performance","medium","open","Time tracking sync issues","2023-11-07 15:31:32",NULL,NULL,NULL,False,"onboarding, integration, training, performance"
3666,1083,NULL,"onboarding","critical","waiting_on_customer","Need help with API authentication","2024-09-21 02:25:06","2024-09-21 03:42:06",NULL,NULL,False,"bug;feature;gdpr;urgent"
3667,1194,NULL,"integration","medium","open","API rate limiting issues","2025-10-18 19:00:05",NULL,NULL,NULL,False,NULL
3668,1082,NULL,"security","medium","waiting_on_customer","Time tracking sync issues","2025-04-23 22:35:04","2025-04-24 15:35:04",NULL,NULL,False,"gdpr,bug,performance"
3669,335,4263,"api","medium","in_progress","Need to add more team members","2024-10-30 05:07:02","2024-10-31 05:07:02",NULL,NULL,False,"technical,training,feature,mobile"
3670,1011,NULL,"data_export","medium","in_progress","Duplicate notifications being sent","2025-06-17 12:54:00","2025-06-19 15:54:00",NULL,NULL,False,"bug , security , enterprise , migration"
3671,10,205,"integration","low","waiting_on_customer","Permission settings not saving","2025-03-23 11:54:07","2025-03-25 19:54:07",NULL,NULL,False,"technical"
3672,383,4863,"onboarding","high","open","Billing discrepancy on latest invoice","2025-04-14 21:46:55",NULL,NULL,NULL,False,"technical , ux , mobile , urgent"
3673,410,5191,"api","critical","waiting_on_customer","Duplicate notifications being sent","2025-03-15 05:10:53","2025-03-15 05:20:53",NULL,NULL,True,"documentation , training , technical"
3674,875,NULL,"feature_request","medium","in_progress","GDPR data export request","2025-09-23 16:54:44","2025-09-24 00:54:44",NULL,NULL,False,"technical, training, sso, migration"
3675,74,1135,"data_export","high","open","API rate limiting issues","2025-01-08 00:03:25",NULL,NULL,NULL,True,"api"
3676,1082,NULL,"data_export","medium","waiting_on_customer","Permission settings not saving","2025-10-22 07:27:51","2025-10-22 14:27:51",NULL,NULL,False,"feature, ux, technical, feature"
3677,734,NULL,"onboarding","medium","open","Audit log access denied","2025-10-18 17:30:08",NULL,NULL,NULL,False,"migration;billing"
3678,339,4329,"technical","high","in_progress","Gantt chart not rendering correctly","2023-11-12 15:35:43","2023-11-12 20:35:43",NULL,NULL,False,"performance"
3679,432,5555,"security","medium","in_progress","Cannot downgrade plan","2025-06-26 09:05:09","2025-06-27 08:05:09",NULL,NULL,False,"sso , training , integration , security"
3680,716,NULL,"technical","medium","resolved","Account merge request","2024-07-30 03:13:10","2024-08-01 07:13:10","2024-08-07 11:13:10",2,False,"training,mobile,documentation,training"
3681,1100,NULL,"onboarding","low","in_progress","Webhook delivery failures","2024-03-21 19:33:31","2024-03-23 20:33:31",NULL,NULL,False,"enterprise"
3682,234,3307,"data_export","low","open","Report generation timeout","2025-08-11 06:43:40",NULL,NULL,NULL,False,NULL
3683,781,NULL,"api","low","in_progress","Feature request: dark mode","2025-01-30 04:31:27","2025-01-31 16:31:27",NULL,NULL,False,"billing;onboarding"
3684,60,980,"security","low","in_progress","Account merge request","2024-05-14 07:29:53","2024-05-15 01:29:53",NULL,NULL,False,NULL
3685,847,NULL,"account","high","in_progress","SSO configuration help needed","2025-02-19 06:50:07","2025-02-19 14:50:07",NULL,NULL,False,"urgent, gdpr, security"
3686,429,5441,"billing","low","open","Time tracking sync issues","2025-06-27 05:59:12",NULL,NULL,NULL,False,NULL
3687,638,8204,"technical","low","waiting_on_customer","Need to add more team members","2025-01-08 23:54:13","2025-01-10 10:54:13",NULL,NULL,False,"security"
3688,1062,NULL,"onboarding","medium","waiting_on_customer","Cannot login to dashboard","2025-10-10 22:56:29","2025-10-12 07:56:29",NULL,NULL,False,"onboarding, migration"
3689,656,8442,"data_export","medium","closed","Cannot login to dashboard","2024-11-20 04:58:16","2024-11-20 14:58:16","2024-11-22 20:58:16",5,False,"urgent;mobile"
3690,68,1075,"onboarding","critical","in_progress","Slow loading on project boards","2024-10-29 13:22:08","2024-10-29 14:34:08",NULL,NULL,False,"documentation , gdpr"
3691,442,5613,"billing","medium","closed","Account merge request","2025-03-23 14:18:48","2025-03-26 03:18:48","2025-03-26 11:18:48",NULL,False,NULL
3692,454,5827,"integration","medium","in_progress","Report generation timeout","2023-11-08 11:53:29","2023-11-09 06:53:29",NULL,NULL,False,"security, feature, mobile, security"
3693,209,3027,"account","low","closed","Billing discrepancy on latest invoice","2024-06-21 09:12:25","2024-06-23 17:12:25","2024-06-23 21:12:25",3,False,"technical, documentation, export, technical"
3694,777,NULL,"account","critical","closed","Webhook delivery failures","2025-07-07 16:32:36","2025-07-07 17:15:36","2025-07-14 02:15:36",4,False,"enterprise , technical , security"
3695,435,5560,"billing","high","open","GDPR data export request","2025-04-17 02:49:33",NULL,NULL,NULL,False,NULL
3696,365,4687,"performance","low","in_progress","Cannot login to dashboard","2024-06-13 13:00:53","2024-06-15 03:00:53",NULL,NULL,False,NULL
3697,729,NULL,"feature_request","low","in_progress","Time tracking sync issues","2025-07-10 06:24:59","2025-07-12 06:24:59",NULL,NULL,False,"billing , ux"
3698,135,1996,"security","critical","resolved","Time tracking sync issues","2024-11-15 02:44:58","2024-11-15 02:56:58","2024-11-19 17:56:58",NULL,False,"training;training"
3699,410,5186,"billing","high","open","Slow loading on project boards","2025-04-24 15:58:30",NULL,NULL,NULL,False,"enterprise, ux, billing, integration"
3700,1133,NULL,"feature_request","low","waiting_on_customer","Cannot login to dashboard","2024-07-10 17:37:30","2024-07-13 10:37:30",NULL,NULL,False,NULL
3701,320,4157,"security","high","open","Need help with API authentication","2025-05-09 21:00:07",NULL,NULL,NULL,False,"mobile , api , integration"
3702,191,2724,"performance","medium","resolved","Cannot downgrade plan","2024-10-27 12:36:32","2024-10-28 11:36:32","2024-11-02 06:36:32",NULL,False,"billing"
3703,619,7869,"security","low","in_progress","Cannot login to dashboard","2025-07-25 05:29:36","2025-07-25 14:29:36",NULL,NULL,False,"urgent"
3704,319,4151,"feature_request","medium","open","Cannot login to dashboard","2023-06-21 15:31:55",NULL,NULL,NULL,False,"billing , enterprise"
3705,986,NULL,"onboarding","low","resolved","Need help with API authentication","2023-12-03 22:08:27","2023-12-04 20:08:27","2023-12-06 08:08:27",NULL,False,"api, billing"
3706,825,NULL,"api","medium","closed","Integration with Slack not working","2025-10-11 12:33:14","2025-10-12 21:33:14","2025-10-15 15:33:14",NULL,False,"performance;bug;integration;export"
3707,405,5155,"performance","medium","in_progress","Account merge request","2025-08-09 05:38:44","2025-08-12 00:38:44",NULL,NULL,False,"ux;export;feature"
3708,726,NULL,"security","medium","resolved","Duplicate notifications being sent","2025-03-14 16:08:50","2025-03-17 10:08:50","2025-03-19 18:08:50",NULL,False,"enterprise , performance , migration , gdpr"
3709,883,NULL,"account","medium","waiting_on_customer","Time tracking sync issues","2025-10-13 13:35:48","2025-10-15 08:35:48",NULL,NULL,False,"export"
3710,1136,NULL,"account","high","in_progress","Need help with API authentication","2023-12-06 16:07:44","2023-12-06 23:07:44",NULL,NULL,False,"onboarding,integration"
3711,333,4251,"account","high","resolved","Cannot downgrade plan","2025-07-14 18:22:12","2025-07-15 06:22:12","2025-07-17 02:22:12",NULL,False,"gdpr"
