"customer_id","company_name","industry","company_size","country_code","timezone","subscription_id","subscription_status","plan_id","mrr_usd","start_date","end_date","billing_cycle","cancellation_reason","plan_name","plan_tier","monthly_price_usd"
674,"Quark Tech","Finance","large","US","America/New_York",1034,"cancelled",2,12.00,"2024-04-28","2024-06-10","monthly","Missing features","Starter","starter",12.00
675,"OrbitDev","Insurance","small","US","America/Chicago",1035,"active",2,10.00,"2024-07-12",NULL,"annual",NULL,"Starter","starter",12.00
676,"WaveCloud","Telecommunications","medium","SG","Asia/Singapore",1036,"cancelled",1,0.00,"2023-01-22","2024-11-19","annual","Company reorganization","Free","free",0.00
677,"SageCorp","Legal","small","GB","Europe/London",1037,"active",5,59.00,"2024-04-05",NULL,"monthly",NULL,"Professional Plus","professional",59.00
678,"QuarkOps","Marketing","medium","BR","America/Sao_Paulo",1038,"active",3,13.46,"2025-05-04",NULL,"annual",NULL,"Starter Plus","starter",19.00
679,"Rift Digital","Media","small","BR","America/Sao_Paulo",1039,"expired",2,12.00,"2023-01-16","2023-07-05","monthly","Switched competitor","Starter","starter",12.00
679,"Rift Digital","Media","small","BR","America/Sao_Paulo",1040,"cancelled",2,12.00,"2023-07-05","2024-05-19","monthly","Switched competitor","Starter","starter",12.00
679,"Rift Digital","Media","small","BR","America/Sao_Paulo",1041,"active",4,39.00,"2024-05-19",NULL,"monthly",NULL,"Professional","professional",39.00
680,"DataIO","Manufacturing","small","SG","Asia/Singapore",1042,"active",2,12.00,"2024-05-29",NULL,"monthly",NULL,"Starter","starter",12.00
681,"Unit Software","Manufacturing","medium","US","America/Chicago",1043,"active",1,0.00,"2024-10-14",NULL,"annual",NULL,"Free","free",0.00
682,"KeenCorp","Marketing","enterprise","BR","America/Sao_Paulo",1044,"cancelled",3,16.15,"2023-11-05","2024-05-26","monthly","Missing features","Starter Plus","starter",19.00
682,"KeenCorp","Marketing","enterprise","BR","America/Sao_Paulo",1045,"active",6,99.00,"2024-05-26",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
683,"Core Net","Marketing","medium","SG","Asia/Singapore",1046,"expired",1,0.00,"2024-04-17","2025-02-27","annual","Budget cuts","Free","free",0.00
683,"Core Net","Marketing","medium","SG","Asia/Singapore",1047,"cancelled",5,44.25,"2025-02-27","2025-07-25","annual","Missing features","Professional Plus","professional",59.00
684,"Tidal Platform","Real Estate","medium","IN","Asia/Kolkata",1048,"active",2,12.00,"2025-05-15",NULL,"monthly",NULL,"Starter","starter",12.00
685,"Peak Systems","Marketing","medium","US","America/Chicago",1049,"active",3,15.83,"2024-08-21",NULL,"annual",NULL,"Starter Plus","starter",19.00
686,"SageSoftware","Media","large","CA","America/Toronto",1050,"active",1,0.00,"2023-11-15",NULL,"annual",NULL,"Free","free",0.00
687,"Edge Labs","Finance","medium","US","America/Chicago",1051,"expired",1,0.00,"2024-03-30","2024-09-02","monthly","Too expensive","Free","free",0.00
687,"Edge Labs","Finance","medium","US","America/Chicago",1052,"cancelled",3,17.10,"2024-09-02","2025-05-09","monthly","Missing features","Starter Plus","starter",19.00
687,"Edge Labs","Finance","medium","US","America/Chicago",1053,"active",6,82.50,"2025-05-09",NULL,"annual",NULL,"Enterprise","enterprise",99.00
688,"ZenIO","Retail","small","JP","Asia/Tokyo",1054,"active",1,0.00,"2023-05-30",NULL,"monthly",NULL,"Free","free",0.00
689,"KiteDev","Media","small","CA","America/Toronto",1055,"expired",1,0.00,"2024-11-14","2025-06-27","monthly","Missing features","Free","free",0.00
689,"KiteDev","Media","small","CA","America/Toronto",1056,"active",1,0.00,"2025-06-27",NULL,"monthly",NULL,"Free","free",0.00
690,"HubVentures","Real Estate","small","US","America/New_York",1057,"expired",4,39.00,"2023-12-30","2024-06-01","monthly","Company reorganization","Professional","professional",39.00
690,"HubVentures","Real Estate","small","US","America/New_York",1058,"active",3,12.67,"2024-06-01",NULL,"annual",NULL,"Starter Plus","starter",19.00
691,"AcmeSolutions","Retail","enterprise","JP","Asia/Tokyo",1059,"expired",4,32.50,"2024-11-02","2025-02-15","annual","Not using it","Professional","professional",39.00
691,"AcmeSolutions","Retail","enterprise","JP","Asia/Tokyo",1060,"cancelled",5,49.17,"2025-02-15","2025-08-13","annual","Budget cuts","Professional Plus","professional",59.00
692,"RushHub","Telecommunications","medium","US","America/Chicago",1061,"cancelled",6,82.50,"2024-08-12","2025-07-31","annual","Company reorganization","Enterprise","enterprise",99.00
692,"RushHub","Telecommunications","medium","US","America/Chicago",1062,"active",1,0.00,"2025-07-31",NULL,"monthly",NULL,"Free","free",0.00
693,"IonNet","Real Estate","small","BR","America/Sao_Paulo",1063,"cancelled",1,0.00,"2024-11-12","2025-09-01","monthly","Too expensive","Free","free",0.00
694,"GridSolutions","Manufacturing","enterprise","AU","Australia/Sydney",1064,"active",1,0.00,"2024-01-19",NULL,"monthly",NULL,"Free","free",0.00
695,"YieldDigital","Real Estate","medium","GB","Europe/London",1065,"expired",6,82.50,"2023-06-15","2023-12-27","annual","Company reorganization","Enterprise","enterprise",99.00
695,"YieldDigital","Real Estate","medium","GB","Europe/London",1066,"active",4,31.20,"2023-12-27",NULL,"monthly",NULL,"Professional","professional",39.00
696,"LinkLabs","Logistics","small","GB","Europe/London",1067,"cancelled",4,39.00,"2023-03-15","2023-06-19","monthly","Company reorganization","Professional","professional",39.00
696,"LinkLabs","Logistics","small","GB","Europe/London",1068,"cancelled",2,10.00,"2023-06-19","2023-09-28","annual","Missing features","Starter","starter",12.00
696,"LinkLabs","Logistics","small","GB","Europe/London",1069,"active",4,32.50,"2023-09-28",NULL,"annual",NULL,"Professional","professional",39.00
697,"EchoDev","Real Estate","medium","US","America/Los_Angeles",1070,"cancelled",2,10.00,"2023-05-11","2024-02-16","annual","Not using it","Starter","starter",12.00
697,"EchoDev","Real Estate","medium","US","America/Los_Angeles",1071,"active",7,149.25,"2024-02-16",NULL,"monthly",NULL,"Enterprise Custom","enterprise",199.00
698,"DataGroup","Technology","small","DE","Europe/Berlin",1072,"active",5,49.17,"2023-03-18",NULL,"annual",NULL,"Professional Plus","professional",59.00
699,"Sage Systems","Real Estate","medium","DE","Europe/Berlin",1073,"cancelled",1,0.00,"2025-02-22","2025-06-11","annual","Company reorganization","Free","free",0.00
700,"WarpOps","Technology","small","CA","America/Toronto",1074,"active",5,49.17,"2023-03-14",NULL,"annual",NULL,"Professional Plus","professional",59.00
701,"Cloud IO","Media","small","SG","Asia/Singapore",1075,"expired",5,59.00,"2023-02-26","2023-07-14","monthly","Switched competitor","Professional Plus","professional",59.00
701,"Cloud IO","Media","small","SG","Asia/Singapore",1076,"cancelled",5,49.17,"2023-07-14","2024-01-26","annual","Switched competitor","Professional Plus","professional",59.00
702,"RiftOps","Media","medium","US","America/New_York",1077,"active",1,0.00,"2023-04-29",NULL,"monthly",NULL,"Free","free",0.00
1135,"CoreAnalytics","Telecommunications","enterprise","GB","Europe/London",1743,"cancelled",1,0.00,"2025-05-02","2025-03-19","monthly",NULL,"Free","free",0.00
703,"WaveSoftware","Telecommunications","small","GB","Europe/London",1078,"cancelled",1,0.00,"2025-04-01","2025-09-17","monthly","Switched competitor","Free","free",0.00
704,"DataDigital","Education","small","IN","Asia/Kolkata",1079,"expired",4,39.00,"2024-02-12","2024-04-19","monthly","Too expensive","Professional","professional",39.00
704,"DataDigital","Education","small","IN","Asia/Kolkata",1080,"active",6,99.00,"2024-04-19",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
705,"IrisSoftware","Legal","enterprise","IN","Asia/Kolkata",1081,"cancelled",3,15.20,"2023-10-27","2024-02-17","monthly","Not using it","Starter Plus","starter",19.00
705,"IrisSoftware","Legal","enterprise","IN","Asia/Kolkata",1082,"active",5,59.00,"2024-02-17",NULL,"monthly",NULL,"Professional Plus","professional",59.00
706,"TrekGroup","Healthcare","small","US","America/Los_Angeles",1083,"paused",1,0.00,"2025-01-12",NULL,"annual",NULL,"Free","free",0.00
707,"PeakHub","Healthcare","small","CA","America/Toronto",1084,"expired",3,17.10,"2023-03-28","2023-11-26","monthly","Not using it","Starter Plus","starter",19.00
707,"PeakHub","Healthcare","small","CA","America/Toronto",1085,"cancelled",2,10.00,"2023-11-26","2024-12-13","annual","Company reorganization","Starter","starter",12.00
708,"Luna Ops","Manufacturing","medium","US","America/New_York",1086,"active",4,29.25,"2025-02-11",NULL,"annual",NULL,"Professional","professional",39.00
709,"UnitGroup","Manufacturing","enterprise","FR","Europe/Paris",1087,"expired",3,15.83,"2025-08-12","2025-10-14","annual","Missing features","Starter Plus","starter",19.00
709,"UnitGroup","Manufacturing","enterprise","FR","Europe/Paris",1088,"active",3,19.00,"2025-10-14",NULL,"monthly",NULL,"Starter Plus","starter",19.00
710,"BeamVentures","Insurance","medium","DE","Europe/Berlin",1089,"paused",3,19.00,"2023-01-16",NULL,"monthly",NULL,"Starter Plus","starter",19.00
711,"FlowPlatform","Education","small","BR","America/Sao_Paulo",1090,"expired",3,14.25,"2025-04-09","2025-10-17","monthly",NULL,"Starter Plus","starter",19.00
711,"FlowPlatform","Education","small","BR","America/Sao_Paulo",1091,"active",4,39.00,"2025-10-17",NULL,"monthly",NULL,"Professional","professional",39.00
712,"Cloud Studio","Consulting","large","JP","Asia/Tokyo",1092,"active",6,99.00,"2024-07-18",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
713,"Onyx Solutions","Finance","enterprise","BR","America/Sao_Paulo",1093,"expired",4,32.50,"2025-05-31","2025-10-03","annual","Budget cuts","Professional","professional",39.00
713,"Onyx Solutions","Finance","enterprise","BR","America/Sao_Paulo",1094,"active",4,39.00,"2025-10-03",NULL,"monthly",NULL,"Professional","professional",39.00
714,"DataNet","Education","small","SG","Asia/Singapore",1095,"active",2,10.20,"2023-03-21",NULL,"monthly",NULL,"Starter","starter",12.00
715,"Beam Cloud","Finance","small","IN","Asia/Kolkata",1096,"expired",2,12.00,"2025-09-23","2025-11-22","monthly","Missing features","Starter","starter",12.00
715,"Beam Cloud","Finance","small","IN","Asia/Kolkata",1097,"cancelled",2,12.00,"2025-11-22","2026-01-21","monthly","Not using it","Starter","starter",12.00
715,"Beam Cloud","Finance","small","IN","Asia/Kolkata",1098,"active",5,49.17,"2026-01-21",NULL,"annual",NULL,"Professional Plus","professional",59.00
716,"Mist Software","Insurance","small","JP","Asia/Tokyo",1099,"cancelled",5,49.17,"2024-01-23","2024-12-16","annual","Too expensive","Professional Plus","professional",59.00
716,"Mist Software","Insurance","small","JP","Asia/Tokyo",1100,"active",4,39.00,"2024-12-16",NULL,"monthly",NULL,"Professional","professional",39.00
717,"Edge Platform","Real Estate","medium","BR","America/Sao_Paulo",1101,"active",5,59.00,"2024-06-24",NULL,"monthly",NULL,"Professional Plus","professional",59.00
718,"Keen Cloud","Telecommunications","small","IN","Asia/Kolkata",1102,"cancelled",4,32.50,"2025-09-22","2025-11-22","annual","Switched competitor","Professional","professional",39.00
718,"Keen Cloud","Telecommunications","small","IN","Asia/Kolkata",1103,"cancelled",6,82.50,"2025-11-22","2025-10-24","annual","Missing features","Enterprise","enterprise",99.00
719,"GlowTech","Logistics","medium","BR","America/Sao_Paulo",1104,"active",2,12.00,"2023-09-08",NULL,"monthly",NULL,"Starter","starter",12.00
720,"MistAnalytics","Marketing","small","US","America/Chicago",1105,"active",1,0.00,"2025-06-21",NULL,"monthly",NULL,"Free","free",0.00
721,"Quark Hub","Media","large","CA","America/Toronto",1106,"expired",2,12.00,"2023-06-20","2024-03-13","monthly","Switched competitor","Starter","starter",12.00
721,"Quark Hub","Media","large","CA","America/Toronto",1107,"active",7,199.00,"2024-03-13",NULL,"monthly",NULL,"Enterprise Custom","enterprise",199.00
722,"Sage Dynamics","E-commerce","large","DE","Europe/Berlin",1108,"expired",1,0.00,"2023-04-21","2023-10-04","monthly","Company reorganization","Free","free",0.00
722,"Sage Dynamics","E-commerce","large","DE","Europe/Berlin",1109,"active",4,32.50,"2023-10-04",NULL,"annual",NULL,"Professional","professional",39.00
723,"CoreCorp","Legal","enterprise","AU","Australia/Sydney",1110,"cancelled",4,32.50,"2024-08-26","2025-01-11","annual","Not using it","Professional","professional",39.00
723,"CoreCorp","Legal","enterprise","AU","Australia/Sydney",1111,"expired",5,49.17,"2025-01-11","2025-08-30","annual","Missing features","Professional Plus","professional",59.00
723,"CoreCorp","Legal","enterprise","AU","Australia/Sydney",1112,"paused",6,99.00,"2025-08-30",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
724,"JetLabs","Marketing","large","SG","Asia/Singapore",1113,"expired",2,8.50,"2025-03-02","2025-09-03","annual",NULL,"Starter","starter",12.00
724,"JetLabs","Marketing","large","SG","Asia/Singapore",1114,"cancelled",5,59.00,"2025-09-03","2025-07-25","monthly","Company reorganization","Professional Plus","professional",59.00
725,"SyncWorks","Insurance","small","US","America/Los_Angeles",1115,"active",1,0.00,"2023-10-12",NULL,"annual",NULL,"Free","free",0.00
726,"Kite Cloud","Telecommunications","small","BR","America/Sao_Paulo",1116,"expired",2,12.00,"2024-07-19","2024-11-01","monthly","Too expensive","Starter","starter",12.00
726,"Kite Cloud","Telecommunications","small","BR","America/Sao_Paulo",1117,"active",5,59.00,"2024-11-01",NULL,"monthly",NULL,"Professional Plus","professional",59.00
727,"MistAI","Media","medium","GB","Europe/London",1118,"active",1,0.00,"2024-08-07",NULL,"annual",NULL,"Free","free",0.00
728,"HubHQ","Consulting","small","US","America/Chicago",1119,"expired",2,10.20,"2025-04-02","2025-09-18","monthly","Company reorganization","Starter","starter",12.00
728,"HubHQ","Consulting","small","US","America/Chicago",1120,"cancelled",6,99.00,"2025-09-18","2025-11-18","monthly","Switched competitor","Enterprise","enterprise",99.00
728,"HubHQ","Consulting","small","US","America/Chicago",1121,"cancelled",5,39.33,"2025-11-18","2025-10-03","annual","Too expensive","Professional Plus","professional",59.00
729,"Sage Works","Telecommunications","small","AU","Australia/Sydney",1122,"active",3,19.00,"2025-06-17",NULL,"monthly",NULL,"Starter Plus","starter",19.00
730,"Echo Digital","Consulting","enterprise","US","America/Los_Angeles",1123,"expired",5,53.10,"2025-05-27","2025-09-04","monthly","Missing features","Professional Plus","professional",59.00
730,"Echo Digital","Consulting","enterprise","US","America/Los_Angeles",1124,"active",2,12.00,"2025-09-04",NULL,"monthly",NULL,"Starter","starter",12.00
731,"Yield Stack","Real Estate","small","SG","Asia/Singapore",1125,"expired",4,32.50,"2025-06-15","2025-09-19","annual",NULL,"Professional","professional",39.00
731,"Yield Stack","Real Estate","small","SG","Asia/Singapore",1126,"active",7,199.00,"2025-09-19",NULL,"monthly",NULL,"Enterprise Custom","enterprise",199.00
732,"SyncCorp","Marketing","small","SG","Asia/Singapore",1127,"active",1,0.00,"2024-02-12",NULL,"monthly",NULL,"Free","free",0.00
733,"FluxGroup","E-commerce","small","DE","Europe/Berlin",1128,"expired",6,84.15,"2025-03-01","2025-09-24","monthly","Too expensive","Enterprise","enterprise",99.00
733,"FluxGroup","E-commerce","small","DE","Europe/Berlin",1129,"active",2,10.80,"2025-09-24",NULL,"monthly",NULL,"Starter","starter",12.00
734,"KeenSolutions","Insurance","large","US","America/Chicago",1130,"active",5,36.88,"2023-01-22",NULL,"annual",NULL,"Professional Plus","professional",59.00
735,"ZealHub","Logistics","small","JP","Asia/Tokyo",1131,"active",2,10.00,"2025-01-05",NULL,"annual",NULL,"Starter","starter",12.00
736,"AcmeAI","Insurance","medium","US","America/Chicago",1132,"cancelled",3,15.20,"2023-08-24","2023-12-19","monthly","Missing features","Starter Plus","starter",19.00
736,"AcmeAI","Insurance","medium","US","America/Chicago",1133,"expired",2,10.00,"2023-12-19","2024-10-09","annual",NULL,"Starter","starter",12.00
736,"AcmeAI","Insurance","medium","US","America/Chicago",1134,"active",5,59.00,"2024-10-09",NULL,"monthly",NULL,"Professional Plus","professional",59.00
737,"ZenDigital","Telecommunications","small","US","America/Chicago",1135,"cancelled",1,0.00,"2025-01-30","2025-05-22","annual","Switched competitor","Free","free",0.00
737,"ZenDigital","Telecommunications","small","US","America/Chicago",1136,"paused",7,165.83,"2025-05-22",NULL,"annual",NULL,"Enterprise Custom","enterprise",199.00
738,"GridPro","Manufacturing","small","BR","America/Sao_Paulo",1137,"active",2,12.00,"2024-04-14",NULL,"monthly",NULL,"Starter","starter",12.00
739,"YieldCloud","E-commerce","medium","JP","Asia/Tokyo",1138,"active",2,10.00,"2023-01-18",NULL,"annual",NULL,"Starter","starter",12.00
740,"CorePlatform","Technology","medium","GB","Europe/London",1139,"cancelled",4,39.00,"2025-04-09","2025-08-17","monthly","Too expensive","Professional","professional",39.00
740,"CorePlatform","Technology","medium","GB","Europe/London",1140,"active",7,199.00,"2025-08-17",NULL,"monthly",NULL,"Enterprise Custom","enterprise",199.00
741,"Jet Logic","Real Estate","enterprise","CA","America/Toronto",1141,"active",1,0.00,"2023-09-16",NULL,"monthly",NULL,"Free","free",0.00
742,"CloudWorks","Real Estate","medium","US","America/New_York",1142,"cancelled",4,29.25,"2023-11-17","2024-09-27","monthly","Missing features","Professional","professional",39.00
742,"CloudWorks","Real Estate","medium","US","America/New_York",1143,"active",4,39.00,"2024-09-27",NULL,"monthly",NULL,"Professional","professional",39.00
743,"GlowDynamics","Legal","small","US","America/Chicago",1144,"cancelled",2,7.50,"2025-02-05","2025-04-28","annual","Too expensive","Starter","starter",12.00
743,"GlowDynamics","Legal","small","US","America/Chicago",1145,"cancelled",1,0.00,"2025-04-28","2025-05-22","monthly","Not using it","Free","free",0.00
744,"CloudCorp","Logistics","enterprise","JP","Asia/Tokyo",1146,"expired",1,0.00,"2023-05-01","2023-12-27","monthly","Not using it","Free","free",0.00
744,"CloudCorp","Logistics","enterprise","JP","Asia/Tokyo",1147,"active",6,89.10,"2023-12-27",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
745,"NovaGroup","Marketing","medium","BR","America/Sao_Paulo",1148,"active",1,0.00,"2025-01-02",NULL,"annual",NULL,"Free","free",0.00
746,"EchoTech","Technology","small","FR","Europe/Paris",1149,"active",3,19.00,"2024-10-01",NULL,"monthly",NULL,"Starter Plus","starter",19.00
747,"Meta Analytics","Education","enterprise","AU","Australia/Sydney",1150,"cancelled",4,32.50,"2024-07-28","2025-04-02","annual",NULL,"Professional","professional",39.00
747,"Meta Analytics","Education","enterprise","AU","Australia/Sydney",1151,"active",4,33.15,"2025-04-02",NULL,"monthly",NULL,"Professional","professional",39.00
748,"Nova Analytics","Finance","small","BR","America/Sao_Paulo",1152,"expired",2,12.00,"2025-03-01","2025-09-02","monthly",NULL,"Starter","starter",12.00
748,"Nova Analytics","Finance","small","BR","America/Sao_Paulo",1153,"expired",7,165.83,"2025-09-02","2025-11-01","annual","Budget cuts","Enterprise Custom","enterprise",199.00
748,"Nova Analytics","Finance","small","BR","America/Sao_Paulo",1154,"active",2,10.00,"2025-11-01",NULL,"annual",NULL,"Starter","starter",12.00
749,"Orbit Software","Healthcare","enterprise","BR","America/Sao_Paulo",1155,"cancelled",3,15.83,"2025-09-20","2025-11-19","annual","Not using it","Starter Plus","starter",19.00
749,"Orbit Software","Healthcare","enterprise","BR","America/Sao_Paulo",1156,"cancelled",5,59.00,"2025-11-19","2026-01-18","monthly","Switched competitor","Professional Plus","professional",59.00
749,"Orbit Software","Healthcare","enterprise","BR","America/Sao_Paulo",1157,"cancelled",3,19.00,"2026-01-18","2025-10-26","monthly","Budget cuts","Starter Plus","starter",19.00
750,"TidalDev","E-commerce","medium","AU","Australia/Sydney",1158,"active",1,0.00,"2023-11-21",NULL,"annual",NULL,"Free","free",0.00
751,"Xenon HQ","Insurance","large","IN","Asia/Kolkata",1159,"expired",1,0.00,"2023-07-03","2023-09-17","annual","Missing features","Free","free",0.00
751,"Xenon HQ","Insurance","large","IN","Asia/Kolkata",1160,"active",3,19.00,"2023-09-17",NULL,"monthly",NULL,"Starter Plus","starter",19.00
752,"AcmeVentures","Healthcare","small","DE","Europe/Berlin",1161,"cancelled",4,39.00,"2024-02-12","2025-09-04","monthly","Not using it","Professional","professional",39.00
753,"TrekIO","Logistics","medium","CA","America/Toronto",1162,"active",2,12.00,"2023-02-09",NULL,"monthly",NULL,"Starter","starter",12.00
754,"Ion Tech","Manufacturing","enterprise","US","America/Chicago",1163,"active",1,0.00,"2023-10-12",NULL,"monthly",NULL,"Free","free",0.00
755,"VertexOps","Marketing","large","US","America/Los_Angeles",1164,"cancelled",5,59.00,"2024-11-14","2025-05-23","monthly","Missing features","Professional Plus","professional",59.00
755,"VertexOps","Marketing","large","US","America/Los_Angeles",1165,"active",1,0.00,"2025-05-23",NULL,"monthly",NULL,"Free","free",0.00
756,"Core AI","Education","medium","GB","Europe/London",1166,"active",1,0.00,"2024-07-28",NULL,"annual",NULL,"Free","free",0.00
757,"Link Stack","Technology","enterprise","US","America/Los_Angeles",1167,"expired",3,14.25,"2025-08-23","2025-10-30","monthly","Not using it","Starter Plus","starter",19.00
757,"Link Stack","Technology","enterprise","US","America/Los_Angeles",1168,"expired",4,39.00,"2025-10-30","2025-12-30","monthly",NULL,"Professional","professional",39.00
757,"Link Stack","Technology","enterprise","US","America/Los_Angeles",1169,"active",5,49.17,"2025-12-30",NULL,"annual",NULL,"Professional Plus","professional",59.00
758,"VineHub","Education","small","AU","Australia/Sydney",1170,"cancelled",3,19.00,"2025-05-05","2025-09-20","monthly","Not using it","Starter Plus","starter",19.00
758,"VineHub","Education","small","AU","Australia/Sydney",1171,"expired",6,99.00,"2025-09-20","2025-11-19","monthly","Company reorganization","Enterprise","enterprise",99.00
758,"VineHub","Education","small","AU","Australia/Sydney",1172,"cancelled",5,49.17,"2025-11-19","2025-07-12","annual","Missing features","Professional Plus","professional",59.00
759,"LinkStudio","Logistics","medium","CA","America/Toronto",1173,"active",1,0.00,"2024-07-04",NULL,"monthly",NULL,"Free","free",0.00
760,"SyncSoftware","Media","medium","FR","Europe/Paris",1174,"expired",1,0.00,"2023-09-25","2024-09-22","annual","Budget cuts","Free","free",0.00
760,"SyncSoftware","Media","medium","FR","Europe/Paris",1175,"cancelled",3,19.00,"2024-09-22","2024-01-22","monthly","Switched competitor","Starter Plus","starter",19.00
761,"EchoDigital","Marketing","small","BR","America/Sao_Paulo",1176,"expired",1,0.00,"2025-06-09","2025-10-11","monthly","Too expensive","Free","free",0.00
761,"EchoDigital","Marketing","small","BR","America/Sao_Paulo",1177,"active",2,12.00,"2025-10-11",NULL,"monthly",NULL,"Starter","starter",12.00
762,"Wave Cloud","Finance","medium","JP","Asia/Tokyo",1178,"active",3,19.00,"2024-12-12",NULL,"monthly",NULL,"Starter Plus","starter",19.00
763,"CloudPlatform","Telecommunications","medium","US","America/Chicago",1179,"expired",4,32.50,"2023-06-17","2024-04-10","annual","Company reorganization","Professional","professional",39.00
763,"CloudPlatform","Telecommunications","medium","US","America/Chicago",1180,"active",6,99.00,"2024-04-10",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
764,"Quest Works","Insurance","small","US","America/Chicago",1181,"cancelled",5,53.10,"2024-04-16","2024-09-07","monthly","Company reorganization","Professional Plus","professional",59.00
765,"Nova Corp","Healthcare","large","GB","Europe/London",1182,"cancelled",1,0.00,"2023-12-19","2025-03-20","monthly","Missing features","Free","free",0.00
766,"QuestLogic","Legal","small","US","America/Chicago",1183,"active",5,59.00,"2025-07-08",NULL,"monthly",NULL,"Professional Plus","professional",59.00
767,"Mist Solutions","Insurance","small","IN","Asia/Kolkata",1184,"expired",4,35.10,"2024-10-23","2025-06-28","monthly","Too expensive","Professional","professional",39.00
767,"Mist Solutions","Insurance","small","IN","Asia/Kolkata",1185,"active",7,199.00,"2025-06-28",NULL,"monthly",NULL,"Enterprise Custom","enterprise",199.00
768,"BeamTech","Logistics","small","AU","Australia/Sydney",1186,"expired",4,24.38,"2025-09-08","2025-11-08","annual","Switched competitor","Professional","professional",39.00
768,"BeamTech","Logistics","small","AU","Australia/Sydney",1187,"active",3,15.83,"2025-11-08",NULL,"annual",NULL,"Starter Plus","starter",19.00
769,"UnitSystems","Manufacturing","enterprise","US","America/New_York",1188,"cancelled",1,0.00,"2024-10-31","2025-08-31","monthly","Company reorganization","Free","free",0.00
769,"UnitSystems","Manufacturing","enterprise","US","America/New_York",1189,"active",6,89.10,"2025-08-31",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
770,"BeamAnalytics","Healthcare","medium","CA","America/Toronto",1190,"active",4,39.00,"2023-04-25",NULL,"monthly",NULL,"Professional","professional",39.00
771,"Vertex Net","Real Estate","small","GB","Europe/London",1191,"expired",2,10.00,"2023-10-16","2024-04-12","annual","Missing features","Starter","starter",12.00
771,"Vertex Net","Real Estate","small","GB","Europe/London",1192,"cancelled",5,59.00,"2024-04-12","2025-09-19","monthly","Budget cuts","Professional Plus","professional",59.00
772,"SyncHub","Media","small","US","America/Los_Angeles",1193,"cancelled",1,0.00,"2024-09-02","2024-10-30","annual","Budget cuts","Free","free",0.00
773,"Flux Corp","Telecommunications","small","IN","Asia/Kolkata",1194,"expired",2,12.00,"2023-02-11","2024-02-02","monthly","Budget cuts","Starter","starter",12.00
773,"Flux Corp","Telecommunications","small","IN","Asia/Kolkata",1195,"cancelled",2,10.00,"2024-02-02","2024-10-12","annual","Company reorganization","Starter","starter",12.00
774,"YieldDev","Healthcare","small","SG","Asia/Singapore",1196,"active",1,0.00,"2025-01-30",NULL,"annual",NULL,"Free","free",0.00
775,"HubSoftware","Education","medium","JP","Asia/Tokyo",1197,"active",2,12.00,"2023-08-09",NULL,"monthly",NULL,"Starter","starter",12.00
776,"Arc Software","Technology","enterprise","AU","Australia/Sydney",1198,"cancelled",2,12.00,"2023-08-19","2024-05-27","monthly","Switched competitor","Starter","starter",12.00
777,"LinkCorp","Marketing","medium","AU","Australia/Sydney",1199,"active",2,12.00,"2023-06-05",NULL,"monthly",NULL,"Starter","starter",12.00
778,"Yield Analytics","Manufacturing","small","SG","Asia/Singapore",1200,"cancelled",3,19.00,"2023-03-27","2024-02-12","monthly","Too expensive","Starter Plus","starter",19.00
778,"Yield Analytics","Manufacturing","small","SG","Asia/Singapore",1201,"cancelled",2,12.00,"2024-02-12","2024-10-07","monthly","Switched competitor","Starter","starter",12.00
778,"Yield Analytics","Manufacturing","small","SG","Asia/Singapore",1202,"active",3,19.00,"2024-10-07",NULL,"monthly",NULL,"Starter Plus","starter",19.00
779,"TidalCloud","Consulting","large","CA","America/Toronto",1203,"expired",4,39.00,"2024-03-01","2025-02-15","monthly",NULL,"Professional","professional",39.00
779,"TidalCloud","Consulting","large","CA","America/Toronto",1204,"active",6,89.10,"2025-02-15",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
780,"IonLogic","Retail","small","US","America/Chicago",1205,"expired",3,15.83,"2023-06-12","2024-02-07","annual",NULL,"Starter Plus","starter",19.00
780,"IonLogic","Retail","small","US","America/Chicago",1206,"active",2,10.80,"2024-02-07",NULL,"monthly",NULL,"Starter","starter",12.00
781,"JadeCorp","E-commerce","medium","BR","America/Sao_Paulo",1207,"expired",2,10.20,"2024-06-29","2025-02-17","monthly",NULL,"Starter","starter",12.00
781,"JadeCorp","E-commerce","medium","BR","America/Sao_Paulo",1208,"active",3,15.83,"2025-02-17",NULL,"annual",NULL,"Starter Plus","starter",19.00
782,"Core Solutions","Telecommunications","enterprise","US","America/Los_Angeles",1209,"active",1,0.00,"2024-11-30",NULL,"annual",NULL,"Free","free",0.00
783,"Nexus Dev","Healthcare","medium","BR","America/Sao_Paulo",1210,"active",1,0.00,"2024-10-02",NULL,"annual",NULL,"Free","free",0.00
784,"TrekSoftware","Education","small","US","America/New_York",1211,"cancelled",6,82.50,"2023-09-05","2024-04-18","annual",NULL,"Enterprise","enterprise",99.00
